store_name,rating,review,reviewer_name
Lighthouse Bistro,5,fantastic welcome. table for 2. beautiful menu. fish and chips absolutely amazing. batter to die for. tirramisu to finish and boy what a finish with a kalhua bath. portion size just brilliant. staff impeccable. would recommend to anyone. thank you,Lynne McCrindle
Lighthouse Bistro,5,food was delicious. service was excellent. staffs were helpful and polite. the price for the lunch deal was affordable too,Vincent
Lighthouse Bistro,5,"jazzy and relaxed atmosphere, with great fusion pasta grilled chicken. above all, the service was warm and incredibly attentive. will be back!",Ryan Chia
Lighthouse Bistro,5,"nice bistro. the service was great & attentive, especially the male server. he was quick to notice when we were ready to order, or needed extra chilli sauce etc. the portion was huge. the ale battered fish & chip was crispy & the dough tasted really nice. the calamari was also very crispy & delicious, no oily after taste. the sapphire bling had an interesting & refreshing taste to it which was nice. the restaurant had a quiet relaxing atmosphere. it was a pleasantly enjoyable dinner & great place to catch up.",J G
Lighthouse Bistro,5,"the food was amazing, the mushroom soup was a great starter. the seafood platter enough for 4 people to share was awesome, prawns, muscles, squid & battered fish stick was a beautiful way to start the meal. the came the ribeye steak, juicy, succulent, tender & flavourful and accompanied with fries....oh lala!! if that was not enough, my wife and i had anglehair mee goreng which, was piping hot and a must have. never thought that this would taste so nice but trust me it did. infact, every dish we had was lovely. been sometime since we ate at a place that all the dishes we ordered was soooo nice. to top it off, the service staff was first class, professional, attentive, warm and a shout out the ken. ken's the man, he provided an amazing service throughout dinner. thank you ken. you can be sure i'll recommend this wonderful place in all aspects to anyone asking for a great restaurant. oh yes and the price is not gonna make you fall off your chair. it is reasonable, fair and worth the money. an amazing restaurant, soft music, a place fit gir dignitaries....provided they don't mind it not being in the heart of orchard...hehe!!",Schoen Karl
Lighthouse Bistro,5,"i recently celebrated my friend’s birthday dinner at lighthouse bistro, and it was an absolutely delightful experience from start to finish! our server, ken, provided top-notch service, attentive and friendly. the food was nothing short of spectacular. the sous vide ribeye was cooked to perfection, tender and bursting with flavor, while the scallop pasta was executed flawlessly, with every bite a savory delight. the sea perch stood out too, beautifully presented and seasoned just right. and the truffle fries? they arrived in a generous, towering mountain, fried to crispy perfection and infused with that irresistible truffle aroma. the drinks were expertly crafted and paired wonderfully with the meal. overall, it was a fantastic night filled with great food, impeccable service, and a warm atmosphere. lighthouse bistro made the celebration truly memorable!",Goh WL
Lighthouse Bistro,5,"friendly and lovely servers who constantly look out for me. great food, angel hair was soft with a slight bite, sambal was great, and seafood was spectacular. tiger prawn and mussels were fresh and crunchy. great ambience. came on a saturday 5pm and it was a fantastic experience with little people. keep it up!!!!",Benny Teo
Lighthouse Bistro,5,"nice food, wide selection of drinks...",Jacelyn Tan
Lighthouse Bistro,5,"i stopped in during happy hour. i was only going to have a cocktail, but then i saw the menu and decided to try the spicy shrimp, and let me tell you, it was fabulous. really good quality shrimp covered in a garlic spicy crunchy sauce topped with croutons and spinach. it's was not overly spicy, just slightly spicy. the serve was great and attentive. guess what? i went back the next day for lunch and got the spicy shrimp again, and everything was still the same great service and great food. thanks",april thomas
Lighthouse Bistro,5,"big portions and yummy food. with burpple 1 for 1 mains and mocktails it was under $40 pax for steak lamb mains, 2 drinks and a huge plate of truffle fries. highly recommended for a quiet weekday date night.",Bridget Ng
Lighthouse Bistro,4,"table booked for dinner via chope, we were contacted for confirmation a few hours earlier, upon our arrival we were immediately welcomed and made to accommodate by the staff very kind and professional, excellent the menu, the staff further helped us and choose the courses that were then excellent ... we spent a nice evening.",Alessandro Cipriani
Lighthouse Bistro,5,"awesome food and ken provided such good service , making the dining experience more personal . will pop by again",Gloria Loo
Lighthouse Bistro,5,"the food was unique and tasted well, the staffs were super friendly, and the ambience was awesome for a meal with my partner. overall, it was a very pleasant experience worth 10 10!",Nickson Ng
Hua Yu Wee Seafood Restaurant,5,no reviews,Ai Nah Lim
Hua Yu Wee Seafood Restaurant,1,"wasn’t able to try their food despite having a reservation. :( service staff would just ignore your presence (for as long as possible it seems) and when we were brought to our table (meant for 7 pax), there was only 1 chair - service staff didn’t even try to take chairs for us. furthermore, be prepared to be a buffet for mosquitoes",Benita Loh
Hua Yu Wee Seafood Restaurant,4,no reviews,Xavier Teo .YK
Hua Yu Wee Seafood Restaurant,5,no reviews,Sheng An Zhang (Shenanigans)
Hua Yu Wee Seafood Restaurant,5,no reviews,Adrian H (GooF)
Hua Yu Wee Seafood Restaurant,4,no reviews,Dave Chou
Hua Yu Wee Seafood Restaurant,5,"the service is gd ,food is delicious definitely will go bk again",Mike Neo
Hua Yu Wee Seafood Restaurant,4,average singapore seafood located near a housing area. looked very popular with tourists,Aloysius Yap
Hua Yu Wee Seafood Restaurant,1,restaurant can charge high prices for each dish but can't afford to hire more staff. trying to make a reservation but no one picks up the phone.,Shi Ying Teng
Hua Yu Wee Seafood Restaurant,4,"this is your local, above average seafood restaurant. at times, the restaurant can be crowded and wait times a can be at least a good 15min. i love how the restaurant provides many different flavours for the crab. the seafood was fresh, sweet and juicy, and melted in your mouth. every spoonful i took made me want to go for more. orders could be mixed up at times, but all you have to do is alert the waiter and they will be there promptly, they are very apologetic. i definitely recommend to all seafood lovers!",Jacob Cheong
Hua Yu Wee Seafood Restaurant,4,"came here with my family for dinner. coffee ribs were great, robust flavour and good texture. i liked their orh nee too. nostalgic place overall. portions were average. less pricey than i thought it would be. we spent a bit more than $100 for five. it was quite crowded so i'd recommend making reservations beforehand.",cherine
Hua Yu Wee Seafood Restaurant,4,fried pork is amazing. delicious!,Tingting
Hua Yu Wee Seafood Restaurant,4,no reviews,W Seah
Hua Yu Wee Seafood Restaurant,5,"best pepper crab 10 10 special roast chicken 9 10 fish maw, mushroom 9 10 visited on thursday, plenty of car park and indoor dining",Royston Toh
Hua Yu Wee Seafood Restaurant,5,no reviews,Yee Sing ko
Hua Yu Wee Seafood Restaurant,1,"food was extremely subpar, only good thing we ordered was the crab. the reason for the poor review was solely because of the quality of the valet service. they leave you car engine on after parking it for no reason at all! wasting petrol, overheating the car just for the sake of their convenience. much more worth it to take public transport or find somewhere else to park. won’t ever come back here again. food is not worth it to travel all the way for.",Jfh Jjg
Hua Yu Wee Seafood Restaurant,4,no reviews,Alan Choo
Hua Yu Wee Seafood Restaurant,5,"the taste is good, the vegetable heart has a pesticide smell, wash it clean!",SKY
Hua Yu Wee Seafood Restaurant,5,i have ever beent to sg so many times but this place is still my favorite,손동현
Hua Yu Wee Seafood Restaurant,5,no reviews,Hardish Gosal
Lighthouse Bistro,5,"went on wed nitz. indoor seating is full around 7pm. best to make a reservation even on weekday. ambiance is cozy staff are responsive and friendly. ordered grilled fish, ribeye, mocktails, lava cake and pisang island. food are using fresh ingredients and tasty. we enjoyed our food and time catching up with friends.",Boon Leong
Lighthouse Bistro,5,no reviews,jiahui eng
Lighthouse Bistro,5,garlic oil was good,Audrey
Lighthouse Bistro,4,nice food with very good services. the staff are very friendly and have good knowledge of the menu items. they also have a monthly executive lunch specials serving dishes not in the regular menu.,Russell Koh
Lighthouse Bistro,5,the food is excellent (honey charred chicken & scallop tomato cream pasta) but the service absolutely takes the cake,Avery Teo
Lighthouse Bistro,5,"an old establishment with good food, service and ambience. the price is also not too expensive. love this place. do note that it’s not open on sunday.",Jonathan Tan Poon Chin
Lighthouse Bistro,5,one of the best restaurant around. the food is immaculately delicious and the service is amazing. the staff are friendly and helpful. one of my favourite place to go for steak and also do try their lobster pasta. yummy !,Lilian yee
Lighthouse Bistro,5,no reviews,T D L
Lighthouse Bistro,5,enjoyed lunch at this restaurant nestled next to citylights condo opposite kitchener complex. it's cozy and gives a family feel. food is just-nice portion and price is reasonable. the beef steak option of the lunchtime special is awesome! lighthouse smoothie is a must try. fish and chips and assam mee goreng pasta are great! attentive staff plus ntuc member discounts...overall great lunch experience! will return.,Alan Wong
Lighthouse Bistro,3,food is average. mee goreng angel hair was a little sweet for me and the sotong was a little burnt. interesting as they used angel hair as the noodles. har cheong chicken fermented prawn paste taste is not as strong as i would like. service is very good.. congrats to the service crew.,Jon Peng
Lighthouse Bistro,5,"came here with a large group of people, so i had the chance to try a variety of dishes! i liked most of the food, except maybe the mushroom soup as it tasted a bit bland for me. but the lava cake was the one that left me the greatest impression- it is probably the best lava cake i’ve ever eaten! the presentation looks great, and the fruits were all really fresh and sweet. the cake also had good moisture, unlike most lava cakes out there. staff are also really attentive and were also very elaborate when i asked them for recommendations for a drink. price is definitely on the higher spectrum so it would make a fancy place for a date!",Faye Yap (叶栩绯)
Lighthouse Bistro,5,"have gone to lighthouse bistro several times, and the food and service have been very consistently good, while the food is reasonably priced. today's meal was specially memorable, as ken provided exceptional service. he was very friendly and detailed in his work, which made our night. will recommend!",Wilson Oe
Lighthouse Bistro,5,great restaurant with great dinner on our last vacation in singapore. we came across the restaurant by chance. the google rating is absolutely right with the experienced .... gladly again,Daniel Gläßner
Lighthouse Bistro,5,"when dining at lighthouse, every dish is a gift. they take great care in the preparation and presentation of all their food. perfectly pairing these dishes with good quality of food, dining with them is always a memorable experience. being their regular, i always order their fisherman's catch and other main dishes which tantalise our taste buds at an incredible value.",CY Yeo
Lighthouse Bistro,5,"pleasantly surprising experience at this restaurant, from the accommodation of a last minute reservation to the quality of the food. we tried the scallop appetiser, prawn pasta and grilled chicken which were all great and flavourful. plating was great as well. the outstanding dish in my opinion was the prawn pasta, where the prawn was well cooked. overall recommended!",Terry Wang
Lighthouse Bistro,5,no reviews,snigdha bhuyan
Lighthouse Bistro,5,"great place, $10 happy hour cocktail scallops was awesome, ribeye nicely done, chicken was delightful, with a tangy soy sauce. we almost missed the pisang island dessert, really great recommendation by them, ended the whole meal with a smile",Peter C
Lighthouse Bistro,5,no reviews,MZ
Lighthouse Bistro,5,delicious food and drinks with smiley service too. nothing was too much trouble for the team. will be back!,Yen Chong
Lighthouse Bistro,5,"great food, enjoyed the aglio olio and seafood angel hair pasta! burpple 1-1 for main+mocktail, came out to $40 total. mocktails were okok. great service and ambience.",T T
Colony,5,no reviews,Alan Kong
Colony,1,food quality dropped a lot. some of the seafood are not fresh especially the crab and snow crab. prawns are still alright. roast meat sections lousy meat are very oily and the taste is not right. roast duck taste blend. char siew the spice taste is too strong. lots of msg cos i am very sensitive to it and felt thirsty after the dinner. compared to pre covid-19 era which is much better. only stuff that i find it nice is the laksa and mango passion fruit sorbet. but service is top notch,Adrian Wee
Colony,4,"good variety and quality of food, very fresh oyster and shrimp. love the pork rib,nice flavor.will come again",Audrey
Colony,3,"the oyster (big n plump) and salmon sashimi (seafood sweet) are good n fresh. understand that they had switched their oyster supplier to the us. previously the oyster was just average. good management decision to switch to a better supplier that provides big n deep based oyster. i had eaten slightly over a dozen for my weekday dinner buffet. the snow crab claws pincers was tasty with seafood sweetness. i don't usually eat snow crab as it can be really messy n may chip off your teeth. but i certainly enjoyed the snow crab claws! the plain water were served without any slices of lemon. incredible service for this highly rated hotel. anyways the staff had quickly served on a small plate a few slices when i made the request. the service staff were attentive to take away side plates when these were full including the wrapping of the japanese chopsticks. very professional guys. kudos to all of you for making my dining experience at colony god in this aspect. some were chatty as they engaged us in small talks. as for the other foods, the choices are pretty limited n tasted just average. should revamp the types of dishes to give these an atas taste as well as look n feel. there was no udon or ramen or cold noodle at all! just unbelievable!!! the sushi were so hard n not placed in a mini fridge after these were made. how to preserve the freshness of japanese sushi!!! these are coming from me who is a lay person in f&b. the honey comb was pathetic n barely sweet and tugged away in an inconspicuous corner that i missed out until my wife told me!!! promised to replace my small bottle of honey to go with my camomile tea but one of the caps was so tight even the waiting staff n my strong n young son cannot even open it). the bottle of honey unfortunately was forgotten by the waiting staff n we had to share those bottles that were opened. the chinese food especially the roasted duck n char siew are so average n the soup (black bean) was so disappointing. dim sum was very disappointing n the attitude of the chef making the chinese noodle for a hotel like riltz carlton was wanting n lack professionalism!!! pastas n indian food offerings were slightly above average. overall, i don't get good vibes for my the dining experience here n maybe because i had previously made several visits before. hardly any glamour n let alone looking forward to yet another visit. buffet at pan pacific (although rated as one star lower) had alot of offerings. really good value for the food. maybe i had a better experience there. may have to look for a good alternative given my last experience at colony that was not great at all except for the oyster n salmon sashimi",David Wong
Colony,1,"parasites found in fresh oysters i have emailed your establishment in jan 2025 to formally express my concern following a dining experience with multiple parasites found in oysters. unfortunately, i have not yet received a response. during our meal, i selected three oysters from the rack and immediately noticed a large parasite swimming inside one of them (approximately the size of half a strand of spaghetti). i was shocked and shoved the plate to your staff, who acknowledged the issue. subsequently, i was assured that three new oysters would be provided. i inquired whether these had been thoroughly checked to ensure they were free from any parasites, and your team confirmed they had been inspected. however, upon consuming one of the replacement oysters, i observed a parasite swimming inside again. this recurrence is deeply concerning and raises serious questions about the sourcing and handling of your seafood",Amy Chang
Colony,5,"this was definitely one of the best buffet i have tried so far. the buffet offers a variety of different food of different taste and style. for example, there is indian, chinese, japanese and american food. my personal favourite is the sashimi from the japanese section and bread from the bread section. there was also free flow juices to drink from. however, as i am a kid and i love sweets and gummies, i was a bit let down by the desserts in the desserts section. there was too little toppings for the ice cream toppings and there was no sweets. there was also no chocolate fountain and marshmallows. (no hate) the service was great, the staff is warm and friendly. they always clear the plates and pour water in our cups when there is no more water left. overall, i think this was a good buffet and i hope it can improve on the dessert section.",Cayli Yong
Colony,5,"very nice restaurant, very airy and bright. a lot of food varieties and delicious.",Cecilia Lie
Colony,5,no reviews,Alywin Chan
Colony,5,"last week i had the pleasure of dining at colony restaurant and was particularly impressed by the exceptional service provided by the waiter wearing a green watch. his meticulous attention to detail ensured that everything from our orders to our dining experience was handled flawlessly. he was incredibly fast, always attentive to our needs and making sure we were comfortable throughout the meal. it’s rare to encounter someone so dedicated to providing such a high level of hospitality. colony restaurant should be happy to have a meticulous staff like him. thank you for making our dining experience truly memorable!",Janice
Colony,1,"came here to dine with my family twice. on the third time, everything seemed fine until the food. my brother's girlfriend felt off after eating the oysters and i myself have the runs after eating their food. don't know whether it is the seafood or what. other than that, the previous times the service was good but our waiter make some comments about us like ""somones thirsty"". i understand the jest but i dont really think it is an appropriate setting to make such comments. other than that, we ordered two pots of chamomile tea, but the same waiter got our orders wrong and served us two chamomile tea and an earl grey tea. really hope it was an off day for this place as i really like to come here.",Liew Kenyun
Colony,5,the lunch buffet was very nice. serive is good.. i will definitely book again.,Kwan Jasmine
Colony,5,"super good experience, good vibe",Cecilia Lau
Colony,5,splendid buffet dinner with cozy environment. great spread of local delights.,Jason Koh
Colony,4,"if you like crab or oysters, it is recommended or shining",Sunwoo Kim
Colony,1,"absolute liar, i called and checked their menu for weekday dinner, they stated that there was supposed to be unlimited lobsters. but turned out no lobsters at all!!! when i asked service for lobsters, they say that it depends on availability and they replaced it with vegetable pizza??? i mean are you fr!?!? we went for seafood of course, why on earth would we spend$114 person and take an hour’s transportation for vegetable pizza? we could have had that at dominos or pizza hut!!! we chose colony between many other buffets like rise and edge, i checked their menu, called staff to make sure there was lobsters but no at all when we arrived! we were so disappointed since we literally came especially for the lobsters. i just don’t know what to say, if you’re going to make a fake menu and trick people to nothing, that’s def a fraud. don’t go, do not believe what they say!!!",Allen Xu
Colony,5,excellent buffet spread. good service too.,Keith Lim
Colony,5,"the reviews were spot on! i had been unsatisfied with buffets at other hotel restaurants and was searching for a good buffet that my family and i could enjoy occasionally. the food quality, service, and atmosphere here are superb—definitely surpassing its peers. as a passionate dessert lover, i do judge a buffet by its desserts, and this one definitely met my expectations. it’s absolutely worth recommending. i’m looking forward to dining at colony again soon!",Ashley v
Colony,5,good food with much variety. ambience is nice. came here once for dinner and second time for lunch.,Elaine
Colony,5,"we came here to celebrate our third anniversary, and everything was delicious. we’ll definitely come back to celebrate again",YAU ERIC
Colony,5,one of the best buffet in singapore. wide selection of seafood & live station (food) enjoyed it a lot & definitely come back for more. however dessert tend to be a little over sweet. but overall 8.5 10,E S
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",4,"friendly, yummy, hearty",Ted Low
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",5,no reviews,Amir Zahiruddin
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",4,"good food even the portion is filling, best service, friendly staff, highly recommended",Rizaldy Sapiera
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",5,"cannot rave enough! the sandos here are amazing! we got the beef minchi and the hoki sando. absolutely juicy and delicious. the flavors were very balanced between the protein of choice and the pickled vegetables they included in the sandwiches. and to pair with it, we got the yuzu fizz which the staff was so kind to make it to the sweetness level we liked. we couldn’t help getting the stealth fries as well but it was customized because we had our 4 year old with us and she couldn’t do spicy. whatever they did, it was addictively good too. we’ll be back!",Celine Seah
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",1,"disappointed with the experience we waited over 90 minutes for just three dishes to be delivered—far too long, especially with hungry kids. the order was placed through deliveroo, and was extremely delayed. the wait time was unacceptable. what’s more frustrating is that no one seemed willing to take responsibility, particularly on the delivery side. there’s clearly a lot of room for improvement in both service speed and accountability.",Fabien Ghys
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",3,"update: disappointed with steak and eggs. its not even a sando, its a burger bun! long waiting time (25min), crowded, which shows its good. ricebowl is just normal only.",Ember Shen
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",5,small outlet at alexandra tech park. really cool take on burger. the burgers are thick and flavourful. i like the twist on the typical burger flavours. pretty good latte too.,Ming Hui
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",5,no reviews,Mingshan Han
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",5,amazing sando! had the hoki and the balance of flavours was great. excited to try the others next!,Jasmine Tan
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",5,delicious sandwiches that are more like gourmet burgers. fresh and tasty with unique japanese inspired flavours. plays great music so it's really enjoyable to sit and enjoy your food. staff are really friendly and happy to make adjustments if needed for kids. will be back,Jason Feuerstein
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",5,"papa says: a little inaccessible but quality and taste is great. will be back for a third time! back here for the second time because the first was too good i've previously tried 'yakiniku pineapparu' that was super substantial and flavorful, and this time i got the 'truffle tamagoyaki' ($12.80) with a side of tater tots (+$3) this time around — if you're a fan of creamy omelettes, then this is something you'll love. the truffle taste was strong but wasn't overpowering, and i found myself wolfing down the sando. the tater tots also tasted interestingly like onion rings, and i especially liked them since they were served hot and crispy.",Yumma Papa
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",5,second time back. the sandos were hearty and absolutely delicious. service was warm attentive too,Wong
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",3,"tried sando at alexandra technopark on a saturday afternoon. parking was easy since atp is quiet on non-working days, and the outlet is tucked between blocks a & b. most eateries were closed, so this was a nice find. the café has a cosy, minimalist vibe. we ordered the ebi and fried chicken sandos. the bread—soft and buttery like brioche—was definitely the highlight. sauces were flavourful and well-balanced. unfortunately, the patties themselves (ebi and fried chicken) were quite bland on their own, relying heavily on the sauces to shine. i had flat white and the coffee is smooth and fragrant. overall, it was a good experience and worth a visit if you’re in the area. but for us, once is probably enough.",Irene Lim
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",4,"finally get to try this after hearing from some friends about it. the portion is huge, tried the beef and pork sando, and they taste good",Juan Sim
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",4,"a specialty sandwich shop. no matter which one you order, it's packed with lots of volume. i recommend minced meat cutlet and char siu. the minced cutlet is very large, and the char siu is perfectly flavorful and also has a purple beet accent. it's nice that none of them have too much flavor. it's hard to say that the location is good, but it's always crowded.",Ka Ka
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",2,"$19 for the most mid burger of all time. cold spread on tepid meat on unremarkable brioche. food only looks good on instagram. concrete and steel stools ""aesthetic"" typical to these overpriced millennial burger joints. really not worth going out of your way to visit. note that the last order is 30 minutes before closing.",G Wang
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",5,"coffee was really good, not too much, not too over the top. food tasted really good as well",Ramm Ramesh
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",5,"visited on a saturday around 11am and didn’t have to queue. the hoki fish sando was nicely balanced thanks to the mint salad and kimuchi carrots. the beef brisket sando could use an additional component to cut through the richness of the fatty meat. potato salad was just average. overall, a nice place to get sandos as they make their buns in house.",Tacocat
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",5,"had takeaway of their bread (to me they are bagels). i love how generous the portions are for the price! while i like the taste of pork collar with kimchi, i find that the pork collar was very dry so hard to bite and munch it down. hope yall can make the meat juicier next time!",Liau Yuan Wei
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",4,tasty food,Den Mark
Hua Yu Wee Seafood Restaurant,5,no reviews,Supasek Sarachitti
Hua Yu Wee Seafood Restaurant,5,no reviews,G Taslim
Hua Yu Wee Seafood Restaurant,4,"long history of chinese restaurant in singapore. their popular menu is chili crab which is good, a little bit sour taste may be from tomato make it fresh. other menu are also good with fresh ingredients and well cooked. my favorite menu is chili crab, cereal shrimp and fried rice english menu are available. staffs are helpful with menu selection. reservation is recommended and you can do it from whatsapp. parking are available. credit card accepted. enjoy !",Supakij Khomvilai
Hua Yu Wee Seafood Restaurant,4,food standard not the same as before but that’s all. perhaps the only outstanding thing is the ambience especially in a heritage house compound,Elly Changi
Hua Yu Wee Seafood Restaurant,5,no reviews,Kelvin Chua
Hua Yu Wee Seafood Restaurant,4,no reviews,ho rosalind
Hua Yu Wee Seafood Restaurant,5,no reviews,Kian Wing Lim
Hua Yu Wee Seafood Restaurant,5,"excellent place for a seafood dinner. valet parking available. there's airconditioned dinning as well as non aircon area. service is fast, however food may be served warm as compared to piping hot for some dishes. wide selection of food on the menu. usually packed for dinner.",TAL TAL
Hua Yu Wee Seafood Restaurant,5,no reviews,jasmine oberoi
Hua Yu Wee Seafood Restaurant,5,no reviews,Louis Tay
Hua Yu Wee Seafood Restaurant,3,no reviews,Susan Kok
Hua Yu Wee Seafood Restaurant,4,great authentic teochew food,D C
Hua Yu Wee Seafood Restaurant,5,must try the longevity fish.,Samuel Shum
Hua Yu Wee Seafood Restaurant,5,no reviews,ZY Tan
Hua Yu Wee Seafood Restaurant,4,value for money restaurant for family gatherings. some seats don’t have aircon.,K S
Hua Yu Wee Seafood Restaurant,4,"this restaurant has a historical feel and looks like a place full of stories. it has a large space with free parking available. we went there with a reservation made two weeks in advance. from 5:30 p.m. to 6:30 p.m., walk-ins can still get a table, but after that, there’s usually a queue. the food tastes is not bad, and the service is decent as well.",Darius Lim
Hua Yu Wee Seafood Restaurant,5,no reviews,Daryl See
Hua Yu Wee Seafood Restaurant,4,no reviews,Arkady Raynes
Hua Yu Wee Seafood Restaurant,5,"the food is wonderful, especially 長壽魚 hk steam，咖啡排骨，青龍菜，風沙雞，黑豬肉.",Anthony Ong
Hua Yu Wee Seafood Restaurant,5,great family gathering spot! first time eating here and everything from the food to service was wonderful.,Stephen Procida
Hua Yu Wee Seafood Restaurant,5,no frills old school chinese dinning place. love their chili crab!,Chong Qi Hui
Hua Yu Wee Seafood Restaurant,5,"the crabs here never failed us. whether cooked in chilli, pepper or any styles. highly recommended",Wayne choy
Hua Yu Wee Seafood Restaurant,5,no reviews,Tunnel Ite
Hua Yu Wee Seafood Restaurant,5,"good traditional chinese banquet food, atmosphere is good old chinese restaurant kind, loud and lively(we sat indoors). food is well executed, lobster salad took rather long(about 40-50mins) to arrive, coffee ribs, ee fu noodles highly recommended",John Lim
Hua Yu Wee Seafood Restaurant,5,very authentic chinese food in local style two thumbs up for the high standard of the food,Eng Kiat Poh
Hua Yu Wee Seafood Restaurant,5,"no service charge! guess what, service is good and food is excellent. the whole place gives you a sense of the old singapore nostalgia. a great restaurant to hang out with your family!",Leonard Seah
Hua Yu Wee Seafood Restaurant,4,"this place brings back all the nostalgia. there’s minimal fuss and decor here and everything is straight up old school, but i love that. service is great here and all the staff were friendly during my family’s visit there last sunday. they were definitely busy during dinner service but none of them were flustered and all of the staff managed the crowd well. the food here, though, is hit and miss. my family and i thoroughly enjoyed their signature chicken dish and 青龍菜. the other dishes like black pepper crayfish, golden tofu and iberico char siew, were just ok. i did a quick scan around (because kpo) to see what dishes other diners ordered, and i saw that a lot of people ordered their fried rice. i’ll try it on my next visit!",Chelsea Goh
Hua Yu Wee Seafood Restaurant,5,no reviews,Ben Gale
Hua Yu Wee Seafood Restaurant,4,"the food is good, and there are no service charges. it is difficult to get an aircon room unless we book early. it's still ok without aircon . 3 dishes for 2 pax just enough.",Amy Tay
Hua Yu Wee Seafood Restaurant,5,great food with long heritage,Chew Yao Soon
Hua Yu Wee Seafood Restaurant,4,too busy to do a proper service. not going to judge. food was alright. price is on the high high side.,Tan Benjamin
Hua Yu Wee Seafood Restaurant,1,"worst experience with the staff making the reservation, called for 12 pax and staff told us the reservation made was for 4 people. horrible.",Json Chen
Hua Yu Wee Seafood Restaurant,5,"lala horfun, chilli crabs, deep fried baby squids a dish that is fast disappearing,toufu, and many many more!! housed in an old colonial bungalow with sitting areas in both air condition dining hall or alfresco in the backyard, the ambience is very nostalgic",JLow Jellyfish
Hua Yu Wee Seafood Restaurant,4,no reviews,Tan-Boon Chong
Hua Yu Wee Seafood Restaurant,5,great food !,Matthew H. Sturgess
Hua Yu Wee Seafood Restaurant,5,no reviews,Lionel Perez
Hua Yu Wee Seafood Restaurant,5,no reviews,Aramis Inocando
Hua Yu Wee Seafood Restaurant,2,"first time at this restaurant, while it is positive that they do not charge 10% service charge, they are very quick to place peanuts, tea (without even asking what tea i wanted), small dish, wet tissues, etc... all these will add up. food wise, portions are generally smaller though prices are lower(so you will need to order larger portions). taste wise, i must say do not order scallops (frozen, tough and tasteless) they are not fresh, coffee ribs is quite sweet, prawn heavy msg taste...very average food quality. they are very quick to wanna get you to leave. booking for 1.5hrs, family dinner, 1hr they will start to clear your table with two servers. they are more attentive to clear your table then refill my tea that i paid... additionally, the place is extremely noisy and a lot of echo, hardly can talk to family members. not worth my travel time to this place. skip.",K
Hua Yu Wee Seafood Restaurant,5,no reviews,Malcom Lee
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",4,"quite expensive, but the portion size is decent. however, it does get messy to eat. the place is small but we were quite lucky to get the side corner seats.",Lee Wei Qian
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",5,"if you are craving for sando, this is the place! the portion is very big! we ordered hoki fish and tonkatsu, and we had half each! i especially like their hoki fish! must try. maybe the next time i can try menchi katsu",LiJie Ang
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",4,"service was fast and friendly, food was good and filling. on the pricier side. place is a bit small and cramped. wish there would be more healthier sides to choose from other than fries.",Kevin Wang
"SANDO at Alexandra Technopark (Japanese Sandwiches, Coffee, Craft Beer... some say Burgers too.)",5,"i ordered one fish and one beef brisket. the fish is really nice and isn't drowned in sauce. i would prefer the beef brisket to be even softer. i find the price reasonable, based on the quality and quantity. the place was clean and comfortable. the service was great, too. do note that they close at 2:30 p.m., but the last order is at 2 p.m.",Sleepy Sleeping
